City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Shibetsu,JP,43.659,145.132,39.9,75,75,13.8,broken clouds
348,Dhidhdhoo,MV,6.8833,73.1,81.34,71,95,5.57,overcast clouds
349,Terra Santa,BR,-2.1042,-56.4869,83.03,63,100,2.8,overcast clouds
350,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,81,100,13.47,overcast clouds
351,Sol-Iletsk,RU,51.1631,54.9918,36.81,96,100,19.28,overcast clouds
352,Tahoua,NE,14.8888,5.2692,73.27,23,5,10.76,clear sky
353,Olafsvik,IS,64.8945,-23.7142,44.96,92,100,11.32,overcast clouds
354,Leh,IN,34.1667,77.5833,25.59,85,100,4.21,light snow
355,Nguru,NG,12.8791,10.4526,69.17,22,68,8.93,broken clouds
356,Toora-Khem,RU,52.4675,96.11,23.07,83,100,1.7,overcast clouds
357,Ambilobe,MG,-13.2,49.05,71.06,85,2,3.78,clear sky
358,Vaitape,PF,-16.5167,-151.75,72.45,86,100,6.69,light rain
359,Whitianga,NZ,-36.8333,175.7,67.69,67,26,5.68,scattered clouds
360,Andros Town,BS,24.7,-77.7667,73.36,70,2,9.13,clear sky
361,Kargasok,RU,59.0556,80.8572,16.3,96,100,7.85,overcast clouds
362,San Vicente,AR,-26.6167,-54.1333,62.04,99,100,3.56,overcast clouds
363,Muroto,JP,33.2833,134.15,64.44,64,83,1.3,broken clouds
364,Namibe,AO,-15.1961,12.1522,64.35,76,16,6.91,few clouds
365,Tagusao,PH,9.1924,117.8141,84.74,69,21,1.52,few clouds
366,Maceio,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
367,Krasnoselkup,RU,65.7,82.4667,-13.86,86,8,9.66,clear sky
368,Najran,SA,17.4924,44.1277,59.65,46,0,0.36,clear sky
369,San Patricio,US,28.017,-97.5169,65.84,69,100,10.71,overcast clouds
370,Parabel,RU,58.6978,81.4825,19.0,96,100,7.07,overcast clouds
371,Roald,NO,62.5833,6.1333,51.75,93,28,9.22,scattered clouds
372,Zonguldak,TR,41.25,31.8333,40.87,92,62,2.42,broken clouds
373,Hermosillo,MX,29.0667,-110.9667,70.38,56,0,4.0,clear sky
374,Boden,SE,65.8252,21.6886,23.0,89,2,1.45,clear sky
375,Constitucion,CL,-35.3333,-72.4167,52.86,91,3,6.91,clear sky
376,Fuerte Olimpo,PY,-21.0415,-57.8738,75.07,85,66,2.59,broken clouds
377,Newport,GB,51.5877,-2.9984,57.31,90,69,2.51,broken clouds
378,Smithers,CA,54.7804,-127.1743,23.32,86,100,2.3,overcast clouds
379,Tecoanapa,MX,16.5167,-98.75,79.45,79,6,5.95,clear sky
380,Nome,US,64.5011,-165.4064,17.67,67,0,3.44,clear sky
381,Coahuayana,MX,18.7333,-103.6833,75.61,93,48,2.01,scattered clouds
382,Concarneau,FR,47.875,-3.9225,64.81,88,98,17.34,overcast clouds
383,Juneau,US,58.3019,-134.4197,46.22,97,100,12.66,light rain
384,Guerrero Negro,MX,27.9769,-114.0611,62.22,69,0,14.47,clear sky
385,Klaksvik,FO,62.2266,-6.589,50.92,97,100,14.92,overcast clouds
386,Yining,CN,29.0361,114.5636,54.07,72,100,3.06,overcast clouds
387,Baykit,RU,61.67,96.37,-0.36,96,100,9.42,light snow
388,Aksu,CN,41.1231,80.2644,36.0,49,100,1.19,overcast clouds
389,Luderitz,NA,-26.6481,15.1594,60.46,71,0,12.53,clear sky
390,Uppsala,SE,60.0,17.75,36.91,100,100,5.75,overcast clouds
391,Eseka,CM,3.65,10.7667,72.25,99,64,1.92,moderate rain
392,Nishihara,JP,26.1842,127.7558,76.28,71,75,18.41,broken clouds
393,Anzio,IT,41.4853,12.6179,56.35,84,100,6.91,heavy intensity rain
394,Vostok,RU,46.4856,135.8833,24.98,67,96,2.68,overcast clouds
395,Santa Maria,BR,-29.6842,-53.8069,67.3,100,100,0.0,overcast clouds
396,Birao,CF,10.2849,22.7882,68.02,32,14,5.66,few clouds
397,Vanimo,PG,-2.6741,141.3028,84.33,75,95,1.79,light rain
398,Iquitos,PE,-3.7481,-73.2472,78.84,83,0,6.91,clear sky
399,Ndele,CF,8.4109,20.6473,69.55,39,82,3.62,broken clouds
400,Cheremshanka,RU,56.1192,60.268,27.3,96,100,13.62,snow
401,Clarksdale,US,34.2001,-90.5709,35.91,80,100,5.75,overcast clouds
402,Hovd,MN,48.0056,91.6419,27.0,49,85,4.41,overcast clouds
403,Launceston,AU,-41.45,147.1667,59.34,94,100,8.05,moderate rain
404,Sidney,AU,-33.8679,151.2073,84.61,34,0,26.46,clear sky
405,Tyukalinsk,RU,55.8732,72.1967,31.08,97,100,14.83,light snow
406,Isabela,PH,6.7085,121.9711,86.67,68,97,7.4,overcast clouds
407,Lamar,US,33.6668,-95.5836,43.36,66,0,6.91,clear sky
408,Wattegama,LK,6.7989,81.4808,76.37,87,100,1.43,overcast clouds
409,Zhezkazgan,KZ,47.8043,67.7144,33.78,93,100,24.61,mist
410,Sanming,CN,26.2486,117.6186,71.2,77,92,1.72,overcast clouds
411,Dana Point,US,33.467,-117.6981,62.24,71,0,5.99,clear sky
412,Dingle,PH,10.9995,122.6711,84.22,76,90,15.39,overcast clouds
413,Sydney,AU,-33.8679,151.2073,84.61,35,0,26.46,clear sky
414,Chapais,CA,49.7834,-74.8492,20.98,97,97,3.71,overcast clouds
415,Pilar,BR,-9.5972,-35.9567,75.13,94,46,3.18,scattered clouds
416,Hokitika,NZ,-42.7167,170.9667,63.37,67,1,7.0,clear sky
417,Samfya,ZM,-11.3649,29.5565,64.58,91,98,3.33,light rain
418,Asau,RO,46.4333,26.4,42.28,74,8,2.1,clear sky
419,La Palma,US,33.8464,-118.0467,62.82,64,0,10.36,clear sky
420,Sergeyevka,KZ,53.88,67.4158,34.93,98,100,15.39,overcast clouds
421,Ballina,AU,-28.8667,153.5667,82.4,54,57,11.95,broken clouds
422,Porto Santo,PT,33.072,-16.3415,66.58,88,20,1.14,few clouds
423,Wewak,PG,-3.5534,143.6268,78.91,89,100,6.31,moderate rain
424,Gazanjyk,TM,39.2446,55.5154,51.78,76,10,8.95,clear sky
425,Barra Do Garcas,BR,-15.89,-52.2567,78.73,59,82,4.07,broken clouds
426,Norman Wells,CA,65.282,-126.8329,12.24,85,40,3.44,scattered clouds
427,La Ronge,CA,55.1001,-105.2842,17.85,86,100,9.22,light snow
428,Preetz,DE,54.2333,10.2833,46.78,81,75,9.22,broken clouds
429,Nanjing,CN,32.0617,118.7778,49.91,60,100,4.7,overcast clouds
430,North Platte,US,41.1239,-100.7654,30.09,59,0,18.01,clear sky
431,Guanica,PR,17.9716,-66.908,78.19,86,25,4.9,scattered clouds
432,Coihaique,CL,-45.5752,-72.0662,51.75,82,20,4.61,light rain
433,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.19,67,55,3.15,broken clouds
434,Daru,PG,-9.0763,143.2092,85.71,65,99,10.58,overcast clouds
435,Betul,IN,21.9153,77.8961,62.2,54,0,3.51,clear sky
436,Cleethorpes,GB,53.5605,-0.0323,50.0,100,100,6.6,fog
437,Nago,JP,26.5881,127.9761,76.05,78,100,10.87,overcast clouds
438,Mahanoro,MG,-19.9,48.8,71.64,85,62,4.63,broken clouds
439,Kjollefjord,NO,70.9457,27.3465,33.85,93,40,5.75,scattered clouds
440,Olga,RU,43.7444,135.2892,35.51,51,58,2.39,broken clouds
441,Hamilton,US,39.1834,-84.5333,36.81,72,100,1.01,overcast clouds
442,Dossor,KZ,47.5272,52.9811,42.12,71,72,24.38,broken clouds
443,Ouesso,CG,1.6136,16.0517,69.04,99,100,0.29,overcast clouds
444,Imbituba,BR,-28.24,-48.6703,68.74,96,100,13.13,overcast clouds
445,Bonavista,CA,48.6499,-53.1147,32.29,72,95,4.0,overcast clouds
446,Timra,SE,62.487,17.3257,33.48,100,0,4.61,clear sky
447,Bambanglipuro,ID,-7.95,110.2833,81.46,79,100,2.86,overcast clouds
448,Gat,IL,31.61,34.7642,70.39,72,30,5.86,scattered clouds
449,San Andres,CO,12.5847,-81.7006,80.62,83,75,12.66,broken clouds
450,Pangai,TO,-19.8,-174.35,77.7,85,86,16.93,moderate rain
451,Celestun,MX,20.8667,-90.4,77.45,79,7,11.21,clear sky
452,Hami,CN,42.8,93.45,37.45,39,4,2.35,clear sky
453,Richards Bay,ZA,-28.783,32.0377,68.23,82,69,13.62,light rain
454,Biak,ID,-0.9131,122.8766,83.91,69,76,2.64,broken clouds
455,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,26.94,62,11,8.59,few clouds
456,Maua,BR,-23.6678,-46.4614,72.36,87,83,2.04,broken clouds
457,Springhill,US,33.006,-93.4668,39.09,63,99,5.21,overcast clouds
458,Inhambane,MZ,-23.865,35.3833,73.33,93,100,2.75,light rain
459,Hargeysa,SO,9.56,44.065,58.66,81,0,10.0,clear sky
460,Belle Fourche,US,44.6714,-103.8522,25.34,93,99,10.27,overcast clouds
461,Wuwei,CN,37.9281,102.6414,38.84,41,0,2.13,clear sky
462,Nalut,LY,30.3333,10.85,58.41,43,0,5.99,clear sky
463,Abapo,BO,-18.8333,-63.4667,68.58,87,19,6.15,few clouds
464,Tacuarembo,UY,-31.7333,-55.9833,63.03,95,75,8.08,broken clouds
465,Srandakan,ID,-7.9386,110.2506,81.43,79,100,2.59,overcast clouds
466,Barreirinha,BR,-2.7933,-57.07,82.47,63,99,4.47,overcast clouds
467,Riberalta,BO,-10.9833,-66.1,82.18,55,65,3.62,broken clouds
468,Warmbad,NA,-28.45,18.7333,62.98,35,0,7.05,clear sky
469,Shingu,JP,33.7333,135.9833,63.21,50,0,6.29,clear sky
470,Agadez,NE,19.75,10.25,61.66,23,68,10.0,broken clouds
471,Lata,PT,40.1629,-8.3327,57.92,96,100,1.74,overcast clouds
472,Lapua,FI,62.9693,23.0088,32.11,94,100,4.27,overcast clouds
473,Acarau,BR,-2.8856,-40.12,79.57,81,39,13.96,scattered clouds
474,Cockburn Town,TC,21.4612,-71.1419,80.87,75,6,11.23,clear sky
475,Kollam,IN,8.8833,76.6,77.4,87,99,4.27,overcast clouds
476,Kudahuvadhoo,MV,2.6708,72.8944,79.68,80,100,14.43,light rain
477,Tautira,PF,-17.7333,-149.15,75.43,84,100,8.46,overcast clouds
478,Filadelfia,US,39.9523,-75.1638,43.05,59,0,12.66,clear sky
479,Naze,JP,28.3667,129.4833,68.92,69,30,14.99,scattered clouds
480,Alta Floresta,BR,-9.8756,-56.0861,77.0,68,59,3.42,broken clouds
481,Tombouctou,ML,20.0,-3.0,75.15,18,89,10.33,overcast clouds
482,Privolzhye,RU,52.8649,48.6044,36.07,84,100,22.84,overcast clouds
483,Watertown,US,42.3709,-71.1828,45.0,67,75,14.97,broken clouds
484,Cururupu,BR,-1.8283,-44.8683,76.53,86,25,3.62,scattered clouds
485,Dovers,VC,12.8833,-61.1833,79.9,82,6,16.2,clear sky
486,Ambanja,MG,-13.6833,48.45,72.81,91,1,1.68,clear sky
487,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,39,75,9.22,broken clouds
488,Nabire,ID,-3.3667,135.4833,79.66,87,100,0.07,overcast clouds
489,Skoropuskovskiy,RU,56.3667,38.1667,28.96,76,91,14.2,overcast clouds
490,Bodmin,GB,50.4715,-4.7243,57.16,94,75,14.97,broken clouds
491,Nanortalik,GL,60.1432,-45.2371,33.78,71,91,13.31,overcast clouds
492,Hatillo,PR,18.4863,-66.8254,79.02,93,2,4.0,clear sky
493,Faanui,PF,-16.4833,-151.75,72.5,86,100,7.0,light rain
494,Mantua,IT,45.1667,10.7833,51.04,89,100,1.99,overcast clouds
495,Zhob,PK,31.3411,69.4481,52.5,67,6,3.42,clear sky
496,Yerbogachen,RU,61.2767,108.0108,-15.68,91,100,6.17,overcast clouds
497,Podor,MR,16.6527,-14.9587,82.45,12,62,9.33,broken clouds
498,Can Tho,VN,10.0333,105.7833,82.38,83,40,10.36,scattered clouds
499,Jiuquan,CN,39.7432,98.5174,36.34,35,0,1.79,clear sky
500,Panguna,PG,-6.3164,155.4848,81.12,66,84,3.04,light rain
501,Belmonte,BR,-15.8631,-38.8828,75.58,90,70,8.52,broken clouds
502,Kankon,IN,15.0167,74.0167,78.6,76,3,5.68,clear sky
503,Flagstaff,US,35.1981,-111.6513,33.53,87,40,3.44,scattered clouds
504,Bowen,AU,-20.0167,148.2333,80.53,63,72,9.35,broken clouds
505,Luwingu,ZM,-10.2621,29.9271,61.21,90,74,2.82,broken clouds
506,Grand Gaube,MU,-20.0064,57.6608,74.37,68,17,1.01,few clouds
507,Siddipet,IN,18.1,78.85,66.58,64,14,2.86,few clouds
508,Williston,US,48.147,-103.618,9.34,99,92,3.29,overcast clouds
509,Evensk,RU,61.95,159.2333,11.35,90,88,8.21,overcast clouds
510,Kedrovka,RU,55.5333,86.05,32.88,89,100,12.64,overcast clouds
511,Broken Hill,AU,-31.95,141.4333,64.38,54,95,24.83,overcast clouds
512,Awbari,LY,26.5921,12.7805,56.97,40,0,4.83,clear sky
513,Tarko-Sale,RU,64.9225,77.785,-11.81,85,88,10.47,overcast clouds
514,Gushikawa,JP,26.3544,127.8686,76.23,70,75,13.8,broken clouds
515,Marsa Matruh,EG,31.3525,27.2453,66.13,75,10,10.65,clear sky
516,Do Gonbadan,IR,30.3586,50.7981,51.89,93,0,0.0,clear sky
517,Yeniseysk,RU,58.4497,92.1703,25.18,92,82,5.37,broken clouds
518,Ostrovnoy,RU,68.0531,39.5131,30.78,86,100,14.76,overcast clouds
519,Kisanga,TZ,-7.4362,37.7034,71.37,87,2,3.58,clear sky
520,Orono,US,44.8831,-68.672,39.52,95,100,13.8,light rain
521,Luganville,VU,-15.5333,167.1667,83.34,74,24,1.9,few clouds
522,Varhaug,NO,58.6147,5.6457,49.68,85,100,15.84,overcast clouds
523,Ust-Ilimsk,RU,58.0006,102.6619,30.87,95,100,8.72,light snow
524,Resistencia,AR,-27.4606,-58.9839,68.05,96,0,4.61,clear sky
525,Camacha,PT,33.0833,-16.3333,63.82,88,20,1.14,few clouds
526,Shenjiamen,CN,29.9576,122.298,58.78,71,100,12.19,light rain
527,Suhbaatar,MN,50.2314,106.2078,13.75,75,27,2.89,scattered clouds
528,Yeppoon,AU,-23.1333,150.7333,87.58,57,100,14.05,overcast clouds
529,Cambridge,CA,43.3601,-80.3127,31.15,83,40,8.05,scattered clouds
530,Mananjary,MG,-21.2167,48.3333,69.84,92,12,3.69,few clouds
531,Luba,GQ,3.4568,8.5547,76.89,85,98,4.03,light rain
532,Tibati,CM,6.4667,12.6333,66.61,52,4,0.6,clear sky
533,Pampa,US,35.5362,-100.9599,47.35,39,0,25.32,clear sky
534,Beringovskiy,RU,63.05,179.3167,18.39,77,100,6.62,overcast clouds
535,Rayong,TH,12.8333,101.4333,84.97,99,99,4.72,overcast clouds
536,Vzmorye,RU,54.6961,20.2361,48.29,89,100,6.31,overcast clouds
537,Ialibu,PG,-6.2821,143.9935,62.11,95,100,2.33,overcast clouds
538,Agirish,RU,61.9247,63.0231,6.33,94,100,8.68,overcast clouds
539,Katangli,RU,51.7102,143.2326,27.91,69,100,5.44,overcast clouds
540,Stribro,CZ,49.7529,13.0041,42.87,100,0,8.19,clear sky
541,Gawler,AU,-34.6,138.7333,61.25,73,92,18.03,overcast clouds
542,Husavik,IS,66.0449,-17.3389,47.62,85,100,21.18,overcast clouds
543,Flinders,AU,-34.5833,150.8552,80.19,46,17,11.99,light rain
544,Diamantina,BR,-18.2494,-43.6003,64.35,93,100,4.03,overcast clouds
545,Marawi,PH,7.9986,124.2928,81.36,61,100,3.4,overcast clouds
546,Choix,MX,26.7092,-108.3219,66.81,61,0,3.71,clear sky
547,Alexandria,EG,31.2156,29.9553,69.89,54,0,9.48,clear sky
548,Moose Factory,CA,51.2585,-80.6094,26.6,93,100,8.05,overcast clouds
549,Mayumba,GA,-3.432,10.6554,76.14,82,100,6.85,overcast clouds
550,Novellara,IT,44.843,10.7275,50.54,93,100,3.78,overcast clouds
551,Sitka,US,57.0531,-135.33,48.09,81,100,9.22,overcast clouds
552,Longuenesse,FR,50.734,2.2352,40.42,66,7,6.35,clear sky
553,Tingo Maria,PE,-9.2895,-76.0088,70.65,98,100,2.35,overcast clouds
554,Batetskiy,RU,58.6461,30.3027,36.05,88,26,3.94,scattered clouds
555,Peruibe,BR,-24.32,-46.9983,69.73,97,94,2.35,overcast clouds
556,Ullapool,GB,57.8987,-5.1604,49.95,88,56,7.67,broken clouds
557,Northam,GB,51.0333,-4.2167,57.38,94,76,12.71,light rain
558,Manono,CD,-7.3,27.4167,66.06,97,98,1.52,overcast clouds
559,Sioux Lookout,CA,50.1001,-91.917,19.47,86,100,3.44,overcast clouds
560,Eydhafushi,MV,5.1033,73.0708,80.85,77,100,6.98,moderate rain
561,Siavonga,ZM,-16.5382,28.7088,76.64,71,99,2.28,overcast clouds
562,Divnomorskoye,RU,44.5011,38.1353,53.29,82,96,6.82,overcast clouds
563,Naliya,IN,23.2667,68.8333,73.22,68,0,3.11,clear sky
564,Quatre Cocos,MU,-20.2078,57.7625,74.08,75,50,2.82,scattered clouds
565,Broome,US,42.2506,-75.833,34.66,81,0,10.36,clear sky
566,Batagay,RU,67.6333,134.6333,-11.63,99,99,0.81,overcast clouds
567,Millinocket,US,45.6573,-68.7098,36.41,100,100,5.75,light rain
568,Muzhi,RU,65.3667,64.6667,-2.43,89,100,10.31,overcast clouds
569,Riviere-Au-Renard,CA,48.9957,-64.3971,35.89,91,100,15.61,light rain
570,Sur,OM,22.5667,59.5289,78.89,45,0,5.7,clear sky
571,Polunochnoye,RU,60.8697,60.4153,5.77,92,100,10.67,overcast clouds
572,Bogorodskoye,RU,56.55,37.8833,29.14,75,88,14.63,overcast clouds
573,Tatarbunary,UA,45.8373,29.6142,43.72,92,2,7.78,clear sky
574,Vila Velha,BR,-20.3297,-40.2925,76.95,89,75,11.99,broken clouds
575,Nevsehir,TR,38.9167,34.6667,22.21,93,0,4.61,clear sky
576,Longyearbyen,SJ,78.2186,15.6401,26.44,80,75,0.0,broken clouds
577,Mackay,AU,-21.15,149.2,89.69,63,65,12.48,broken clouds
578,Tessalit,ML,20.1986,1.0114,71.82,18,68,11.72,broken clouds
579,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,53,0,2.24,clear sky
580,Saint Anthony,US,45.0205,-93.218,26.78,64,40,8.05,scattered clouds
581,Klobuck,PL,50.9008,18.9367,39.85,85,49,6.73,scattered clouds
582,Aykhal,RU,66.0,111.5,-26.64,100,98,5.55,overcast clouds
583,Cartagena Del Chaira,CO,1.3349,-74.8429,75.38,91,100,3.38,overcast clouds
584,Brae,GB,60.3964,-1.353,52.09,93,96,21.39,overcast clouds
585,Melfi,IT,40.9965,15.6514,47.3,79,100,3.44,overcast clouds
586,Tocopilla,CL,-22.092,-70.1979,65.93,62,0,7.18,clear sky
587,Rawson,AR,-43.3002,-65.1023,63.37,54,1,3.2,clear sky
588,Pinheiro Machado,BR,-31.5783,-53.3811,62.06,98,100,2.21,overcast clouds
589,Netanya,IL,32.3329,34.8599,67.05,51,48,7.76,scattered clouds
590,Sinnamary,GF,5.3833,-52.95,78.06,88,100,10.98,overcast clouds
591,Jetpur,IN,21.7333,70.6167,71.94,44,0,4.94,clear sky
592,Remontnoye,RU,46.5614,43.6501,45.41,69,98,19.91,overcast clouds
593,Rosetta,EG,31.4044,30.4164,69.44,55,0,11.36,clear sky
594,Mareeba,AU,-17.0,145.4333,92.44,51,7,7.0,clear sky
595,Tadine,NC,-21.55,167.8833,78.04,74,85,13.44,overcast clouds
596,Dubai,AE,25.2582,55.3047,77.25,78,20,4.61,few clouds
597,Kakonko,TZ,-3.2828,30.9642,63.0,93,66,2.46,broken clouds
598,Tripoli,LY,32.8752,13.1875,67.51,60,1,8.37,clear sky
599,Koslan,RU,63.4564,48.8989,20.71,86,100,13.04,overcast clouds
600,Ponferrada,ES,42.5466,-6.5962,53.64,99,100,2.8,overcast clouds
601,Clyde River,CA,70.4692,-68.5914,1.63,85,100,13.8,overcast clouds
602,Mashhad,IR,36.297,59.6062,35.74,87,0,4.61,clear sky
603,El Alto,PE,-4.2714,-81.2147,62.26,86,37,13.98,scattered clouds
604,Vila,PT,42.0304,-8.1588,45.48,94,100,4.03,overcast clouds
605,Pasighat,IN,28.0667,95.3333,69.48,52,6,0.96,clear sky
606,Seda,LV,57.65,25.75,31.05,94,18,0.27,few clouds
607,Itoman,JP,26.1247,127.6694,77.02,70,40,18.41,scattered clouds
608,Oistins,BB,13.0667,-59.5333,80.69,83,40,16.11,scattered clouds
609,Ihosy,MG,-22.4,46.1167,65.26,93,41,6.51,scattered clouds
610,Champerico,GT,14.3,-91.9167,79.77,79,80,4.14,broken clouds
611,Marsaxlokk,MT,35.8419,14.5431,69.08,88,20,3.44,few clouds
612,Curillo,CO,1.0333,-75.9191,74.26,95,96,2.48,light rain
613,Port Moresby,PG,-9.4431,147.1797,85.42,74,75,11.5,haze
614,Patnos,TR,39.2336,42.8634,34.97,57,0,1.59,clear sky
615,Sussex,US,41.1834,-74.6663,41.09,73,75,4.61,broken clouds
616,Zhuhai,CN,22.2769,113.5678,80.85,83,40,11.5,scattered clouds
617,El Colorado,AR,-26.3081,-59.3729,67.21,88,5,4.92,clear sky
618,Gamba,GA,-2.65,10.0,75.29,88,100,6.02,light rain
619,Sadovyy,RU,53.3,34.3333,41.56,65,100,15.66,overcast clouds
620,Virginia Beach,US,36.8529,-75.978,48.24,59,0,13.8,clear sky
621,Tubmanburg,LR,6.8708,-10.8172,73.06,97,100,2.24,light rain
622,Englewood,US,39.6478,-104.9878,36.5,35,40,8.05,scattered clouds
623,Burnie,AU,-41.0667,145.9167,60.94,66,100,17.18,overcast clouds
624,Suffolk,US,40.8668,-72.7996,46.85,57,0,14.97,clear sky
625,Can,TR,40.0333,27.0524,49.82,88,55,6.31,broken clouds
626,Astana,KZ,51.1801,71.446,31.95,93,100,29.08,light snow
627,Bogashevo,RU,56.3683,85.1447,32.05,100,75,13.42,broken clouds
628,Lodja,CD,-3.4833,23.4333,68.97,99,100,1.41,light rain
629,Marsh Harbour,BS,26.5412,-77.0636,78.71,72,2,10.22,clear sky
630,Yatou,CN,37.15,122.3833,47.95,58,97,10.63,overcast clouds
631,Zaltan,LY,32.947,11.8665,62.82,63,0,7.11,clear sky
632,Yichun,CN,47.7,128.9,25.66,35,100,1.92,overcast clouds
633,Kenai,US,60.5544,-151.2583,35.15,100,100,13.8,mist
634,Tricase,IT,39.9304,18.3553,56.55,86,87,12.17,overcast clouds
635,Port Hawkesbury,CA,45.6169,-61.3485,47.17,99,100,17.27,overcast clouds
636,Isangel,VU,-19.55,169.2667,84.31,84,40,4.61,scattered clouds
637,Andenes,NO,69.3143,16.1194,42.78,81,75,10.36,broken clouds
638,Katima Mulilo,NA,-17.5,24.2667,68.25,84,60,3.42,broken clouds
639,Dawei,MM,14.0833,98.2,81.63,75,100,5.93,overcast clouds
640,Makakilo City,US,21.3469,-158.0858,80.92,56,0,13.8,clear sky
641,Sertania,BR,-8.0736,-37.2644,73.85,78,49,6.64,scattered clouds
642,Uspenskoye,RU,44.8311,41.3927,47.79,88,100,18.3,overcast clouds
643,Okhotsk,RU,59.3833,143.3,9.59,74,61,12.01,broken clouds
644,Mbandaka,CD,0.0487,18.2603,70.3,97,94,2.06,overcast clouds
645,Idritsa,RU,56.3316,28.8988,37.42,88,100,3.56,overcast clouds
646,Mkushi,ZM,-13.6202,29.3939,63.64,95,93,0.94,light rain
647,Douentza,ML,14.9951,-2.9517,80.94,26,89,4.92,overcast clouds
648,Ankazobe,MG,-18.3167,47.1167,62.17,83,11,3.91,few clouds
649,Lumeje,AO,-11.55,20.7833,65.34,91,84,3.8,broken clouds
650,Mayo,US,38.8876,-76.5119,44.71,58,0,11.5,clear sky
651,Belaya Gora,RU,68.5333,146.4167,-25.98,98,96,5.1,overcast clouds
652,Meulaboh,ID,4.1363,96.1285,75.85,90,100,4.36,light rain
653,Mahon,ES,39.8885,4.2658,59.56,88,20,4.61,few clouds
654,Carutapera,BR,-1.195,-46.02,78.87,80,69,7.31,broken clouds
655,Naron,ES,43.5167,-8.1528,55.02,77,76,9.06,broken clouds
656,Tarata,BO,-17.6167,-66.0167,66.67,43,0,5.44,clear sky
657,Unguia,CO,8.0434,-77.0945,74.21,98,100,3.71,overcast clouds
658,Lahaina,US,20.8783,-156.6825,82.4,81,1,11.27,clear sky
659,Nueva Loja,EC,0.0847,-76.8828,72.21,98,100,4.72,overcast clouds
660,Wamba,NG,8.9333,8.6,73.58,32,97,4.76,overcast clouds
661,Huatulco,MX,15.8436,-96.3267,77.67,87,20,0.0,few clouds
662,Lekoni,GA,-1.5843,14.2591,72.01,91,100,1.52,moderate rain
663,Dongfeng,CN,42.6403,125.5118,35.2,33,0,7.96,clear sky
664,Zhigansk,RU,66.7697,123.3711,-29.51,100,100,3.04,overcast clouds
665,Sainte-Marie,RE,-20.8968,55.5496,75.42,81,20,10.36,few clouds
666,Whyalla,AU,-33.0333,137.5833,63.86,50,42,21.43,scattered clouds
667,Izumo,JP,35.3667,132.7667,60.75,51,40,3.44,scattered clouds
668,Meridian,US,43.6121,-116.3915,35.67,72,0,5.75,clear sky
669,Raudeberg,NO,61.9875,5.1352,51.87,63,20,6.58,few clouds
670,Zaozerne,UA,45.1582,33.2787,47.61,88,8,8.19,clear sky
671,Vung Tau,VN,10.346,107.0843,82.67,75,34,14.03,scattered clouds
672,Rundu,NA,-17.9333,19.7667,69.96,65,7,6.29,clear sky
673,Emet,TR,39.343,29.2585,40.1,64,0,3.33,clear sky
674,Jatai,BR,-17.8814,-51.7144,74.07,57,27,3.89,scattered clouds
675,Eyl,SO,7.9803,49.8164,75.24,79,12,10.94,few clouds
676,Nouadhibou,MR,20.931,-17.0347,66.18,88,0,8.05,clear sky
677,Baykalsk,RU,51.5058,104.1469,33.35,55,61,4.92,broken clouds
678,Esperance,AU,-33.8667,121.9,58.84,56,41,12.01,scattered clouds
679,Strangnas,SE,59.3774,17.0312,42.78,96,100,4.94,overcast clouds
680,Strezhevoy,RU,60.7333,77.5889,19.31,93,100,9.71,overcast clouds
681,Nelson Bay,AU,-32.7167,152.15,82.09,51,6,11.99,clear sky
682,Charagua,BO,-19.8,-63.2167,67.53,96,100,3.8,overcast clouds
683,Cap Estate,LC,14.0833,-60.95,79.92,80,6,17.4,clear sky
684,Springdale,US,36.1867,-94.1288,37.53,63,0,9.22,clear sky
685,Halifax,CA,44.6453,-63.5724,50.22,95,100,17.27,light rain
686,Dorogino,RU,54.3598,83.3198,25.66,83,95,14.03,overcast clouds
687,Umm Kaddadah,SD,13.6017,26.6876,67.23,23,19,12.8,few clouds
688,Atikokan,CA,48.7555,-91.6216,17.55,91,100,3.27,overcast clouds
689,Bure,ET,10.7,37.0667,53.01,90,6,4.14,clear sky
690,Taoudenni,ML,22.6783,-3.9836,73.65,19,8,11.34,clear sky
691,Linkou,CN,45.3,130.2833,30.04,37,100,4.97,overcast clouds
692,Aklavik,CA,68.2191,-135.0107,0.93,94,84,2.06,broken clouds
693,Panzhihua,CN,26.5851,101.7128,62.53,59,3,0.98,clear sky
694,Bontang,ID,0.1333,117.5,84.13,69,100,2.51,overcast clouds
695,Nhulunbuy,AU,-12.2333,136.7667,90.21,58,40,12.66,scattered clouds
696,High Level,CA,58.5169,-117.136,35.71,75,0,4.61,clear sky
697,Pak Phanang,TH,8.3511,100.202,82.42,78,100,2.73,overcast clouds
698,Gao,ML,16.6362,1.637,73.36,20,20,12.71,few clouds
699,Khasan,RU,42.4308,130.6434,37.67,46,93,2.24,overcast clouds
