City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Hoquiam,US,2022-11-11 02:28:51,46.9809,-123.8893,46.38,83,100,6.91
296,Megion,RU,2022-11-11 02:28:52,61.0296,76.1136,26.62,97,100,3.89
297,Telsiai,LT,2022-11-11 02:28:52,55.9814,22.2472,49.24,96,100,13.44
298,Praia Da Vitoria,PT,2022-11-11 02:28:53,38.7333,-27.0667,57.76,94,20,7.18
299,Tenenkou,ML,2022-11-11 02:28:53,14.4572,-4.9169,75.31,14,38,7.81
300,Saint-Joseph,RE,2022-11-11 02:28:54,-21.3667,55.6167,75.47,75,18,5.91
301,Westport,US,2022-11-11 02:28:54,41.1415,-73.3579,59.94,87,0,4.61
302,Sabinas,MX,2022-11-11 02:28:28,27.85,-101.1167,76.82,66,69,8.63
303,San Ramon,US,2022-11-11 02:28:55,37.7799,-121.978,53.29,72,0,6.91
304,Gewane,ET,2022-11-11 02:28:55,10.1664,40.6453,74.86,70,28,5.01
305,Saint-Augustin,CA,2022-11-11 02:28:56,51.226,-58.6502,33.89,70,100,6.76
306,Maseru,LS,2022-11-11 02:28:57,-29.3167,27.4833,56.98,86,100,1.72
307,Nabire,ID,2022-11-11 02:25:08,-3.3667,135.4833,83.1,74,99,2.17
308,Thurso,GB,2022-11-11 02:28:57,58.5927,-3.5259,53.85,91,100,10.58
309,Korla,CN,2022-11-11 02:28:58,41.7597,86.1469,36.64,53,6,2.06
310,Sept-Iles,CA,2022-11-11 02:23:58,50.2001,-66.3821,41.0,85,75,11.5
311,Manakara,MG,2022-11-11 02:28:58,-22.1333,48.0167,68.74,94,12,4.03
312,Santo Augusto,BR,2022-11-11 02:28:59,-27.8508,-53.7772,63.86,86,100,7.67
313,Tabou,CI,2022-11-11 02:28:59,4.423,-7.3528,77.14,85,60,7.31
314,Nanortalik,GL,2022-11-11 02:29:00,60.1432,-45.2371,26.78,70,100,10.98
315,Imeni Poliny Osipenko,RU,2022-11-11 02:29:00,52.4201,136.4853,26.17,57,0,7.61
316,Henties Bay,NA,2022-11-11 02:29:01,-22.116,14.2845,57.52,92,0,4.9
317,Xacmaz,AZ,2022-11-11 02:29:01,41.4635,48.806,52.11,79,100,1.52
318,Jibuti,DJ,2022-11-11 02:30:02,11.5,42.5,72.14,72,65,14.27
319,Kalat,PK,2022-11-11 02:30:03,29.0225,66.5916,48.76,56,25,2.55
320,Atar,MR,2022-11-11 02:30:06,20.5169,-13.0499,75.81,16,37,6.51
321,Nsukka,NG,2022-11-11 02:30:06,6.8561,7.3927,68.97,96,100,3.06
322,Constitucion,CL,2022-11-11 02:30:07,-35.3333,-72.4167,53.29,87,100,5.32
323,Ekibastuz,KZ,2022-11-11 02:30:08,51.6667,75.3667,29.44,85,92,16.4
324,Acarau,BR,2022-11-11 02:30:08,-2.8856,-40.12,78.89,77,4,12.46
325,Nikolskoye,RU,2022-11-11 02:30:09,59.7035,30.7861,48.79,92,100,8.05
326,Meadow Lake,US,2022-11-11 02:30:10,34.8014,-106.5436,44.08,32,5,8.97
327,Imbituba,BR,2022-11-11 02:30:10,-28.24,-48.6703,62.17,87,100,2.93
328,Mahibadhoo,MV,2022-11-11 02:30:11,3.7833,72.9667,80.62,71,97,3.11
329,Arraial Do Cabo,BR,2022-11-11 02:30:11,-22.9661,-42.0278,70.81,90,27,3.02
330,Sovetskiy,RU,2022-11-11 02:30:12,61.3614,63.5842,29.75,96,100,8.93
331,Esfahan,IR,2022-11-11 02:27:36,32.6572,51.6776,44.24,44,100,1.54
332,Palauig,PH,2022-11-11 02:30:13,15.435,119.9045,87.06,63,20,4.63
333,Cherskiy,RU,2022-11-11 02:30:14,68.75,161.3,-3.66,99,100,4.07
334,Khorramshahr,IR,2022-11-11 02:30:14,30.4397,48.1664,73.36,73,100,2.3
335,Camacupa,AO,2022-11-11 02:30:15,-12.0167,17.4833,58.6,94,100,3.29
336,Lyngdal,NO,2022-11-11 02:30:16,58.1376,7.07,55.89,87,100,24.16
337,Isangel,VU,2022-11-11 02:30:17,-19.55,169.2667,82.51,83,15,3.44
338,Grindavik,IS,2022-11-11 02:29:15,63.8424,-22.4338,39.67,87,0,1.14
339,Acari,PE,2022-11-11 02:30:18,-15.4311,-74.6158,68.45,76,13,2.15
340,Ahipara,NZ,2022-11-11 02:30:18,-35.1667,173.1667,69.69,76,7,9.75
341,Roebourne,AU,2022-11-11 02:30:19,-20.7833,117.1333,85.3,28,0,11.5
342,San Javier,ES,2022-11-11 02:30:20,37.8063,-0.8374,60.75,70,20,7.0
343,Kabalo,CD,2022-11-11 02:30:20,-6.05,26.9167,67.57,96,90,1.72
344,Ugoofaaru,MV,2022-11-11 02:30:21,5.6667,73.0,81.14,72,100,6.62
345,Denpasar,ID,2022-11-11 02:27:27,-8.65,115.2167,85.71,79,20,4.61
346,Jardim,BR,2022-11-11 02:29:52,-21.4803,-56.1381,79.92,39,100,3.27
347,Qeshm,IR,2022-11-11 02:30:22,26.9581,56.2719,67.89,67,2,3.87
348,Airai,TL,2022-11-11 02:30:23,-8.9266,125.4092,74.95,60,99,2.17
349,Domoni,KM,2022-11-11 02:30:23,-12.2569,44.5319,76.69,85,22,4.81
350,Ilulissat,GL,2022-11-11 02:30:24,69.2167,-51.1,-2.45,85,100,4.74
351,Emba,KZ,2022-11-11 02:30:24,48.8264,58.1442,30.2,91,37,5.61
352,Kirovskiy,RU,2022-11-11 02:30:25,45.0917,133.5136,43.16,32,40,7.4
353,Grootfontein,NA,2022-11-11 02:30:25,-19.5667,18.1167,65.77,88,38,2.3
354,Broken Hill,AU,2022-11-11 02:30:26,-31.95,141.4333,85.08,29,8,9.31
355,Coihaique,CL,2022-11-11 02:30:26,-45.5752,-72.0662,52.41,71,100,0.0
356,Chapais,CA,2022-11-11 02:30:27,49.7834,-74.8492,29.98,94,100,4.94
357,Sabang,ID,2022-11-11 02:30:27,5.8933,95.3214,77.77,85,100,10.56
358,Kalabo,ZM,2022-11-11 02:30:28,-14.97,22.6814,66.81,87,100,4.68
359,Ercis,TR,2022-11-11 02:30:28,39.0287,43.3586,39.78,92,99,2.86
360,Leh,IN,2022-11-11 02:30:29,34.1667,77.5833,20.71,61,31,2.8
361,Yerbogachen,RU,2022-11-11 02:30:29,61.2767,108.0108,5.0,87,64,6.26
362,Labytnangi,RU,2022-11-11 02:31:30,66.6572,66.4183,1.51,99,62,2.37
363,Talnakh,RU,2022-11-11 02:31:30,69.4865,88.3972,2.21,96,100,12.84
364,Rincon,US,2022-11-11 02:31:31,32.296,-81.2354,74.86,94,100,20.71
365,Aizawl,IN,2022-11-11 02:31:31,23.7333,92.7167,64.2,73,75,3.44
366,Clarksdale,US,2022-11-11 02:31:32,34.2001,-90.5709,60.91,100,0,0.0
367,Obidos,BR,2022-11-11 02:31:32,-1.9175,-55.5181,75.96,65,32,4.23
368,Rehnan,IR,2022-11-11 02:31:33,32.6846,51.6013,44.11,46,100,0.78
369,Rabat,MA,2022-11-11 02:31:33,33.9911,-6.8401,64.04,100,40,0.0
370,Geraldton,AU,2022-11-11 02:31:33,-28.7667,114.6,61.21,82,75,17.27
371,Carberry,CA,2022-11-11 02:31:34,49.8689,-99.3602,19.63,92,100,15.52
372,Shima,CN,2022-11-11 02:31:34,24.4478,117.8111,82.42,55,0,3.02
373,Lexington,US,2022-11-11 02:31:29,37.9887,-84.4777,64.4,56,0,6.91
374,Yumen,CN,2022-11-11 02:31:35,40.2833,97.2,37.65,45,99,18.45
375,La Tuque,CA,2022-11-11 02:31:36,47.4334,-72.7824,44.85,93,100,2.3
376,Lagoa,PT,2022-11-11 02:31:36,39.05,-27.9833,61.16,69,37,20.47
377,Bati,ET,2022-11-11 02:31:36,11.1833,40.0167,59.05,81,14,3.15
378,Isla Aguada,MX,2022-11-11 02:31:37,18.7833,-91.4667,77.04,61,0,2.21
379,Ovre Ardal,NO,2022-11-11 02:31:37,61.3167,7.8,45.68,100,100,6.78
380,Kenai,US,2022-11-11 02:31:38,60.5544,-151.2583,33.15,99,100,4.61
381,Kyabe,TD,2022-11-11 02:31:38,9.4515,18.9449,74.8,33,67,4.56
382,Muzhi,RU,2022-11-11 02:31:39,65.3667,64.6667,15.51,97,92,5.55
383,Nanga Eboko,CM,2022-11-11 02:31:39,4.6833,12.3667,67.06,99,90,1.43
384,Vargem Alta,BR,2022-11-11 02:31:40,-20.6714,-41.0069,64.92,98,84,1.01
385,Chicama,PE,2022-11-11 02:31:40,-7.8447,-79.1469,59.54,83,72,6.87
386,Heidenau,DE,2022-11-11 02:31:41,50.9722,13.8674,50.18,87,0,6.91
387,Te Anau,NZ,2022-11-11 02:31:41,-45.4167,167.7167,72.68,39,69,3.18
388,Rongcheng,CN,2022-11-11 02:31:42,30.634,117.8517,78.85,54,81,2.59
389,Nhulunbuy,AU,2022-11-11 02:31:42,-12.2333,136.7667,92.01,62,40,12.66
390,Troitsko-Pechorsk,RU,2022-11-11 02:31:43,62.7084,56.1964,33.4,98,100,4.05
391,Lorengau,PG,2022-11-11 02:31:43,-2.0226,147.2712,82.18,77,100,5.23
392,Turukhansk,RU,2022-11-11 02:31:44,65.8167,87.9833,0.48,93,100,9.31
393,Ucluelet,CA,2022-11-11 02:30:34,48.9329,-125.5528,46.09,78,100,1.01
394,Sharjah,AE,2022-11-11 02:31:33,25.3573,55.4033,78.78,68,0,4.61
395,Pangnirtung,CA,2022-11-11 02:31:45,66.1451,-65.7125,-6.0,92,74,4.25
396,Solna,SK,2022-11-11 02:31:45,49.2231,18.7394,37.62,95,100,2.3
397,Marinette,US,2022-11-11 02:31:46,45.1,-87.6307,64.45,94,100,9.22
398,Roma,US,2022-11-11 02:31:19,43.2128,-75.4557,58.82,75,0,5.75
399,La Romana,DO,2022-11-11 02:31:46,18.4273,-68.9728,77.36,94,20,4.61
400,Ponta Delgada,PT,2022-11-11 02:31:47,37.7333,-25.6667,60.49,82,20,5.75
401,Brokopondo,SR,2022-11-11 02:31:47,4.75,-55.1667,76.17,90,100,6.11
402,Montlucon,FR,2022-11-11 02:31:48,46.3333,2.6,38.7,98,9,4.52
403,Lavumisa,SZ,2022-11-11 02:31:48,-27.31,31.892,67.08,89,98,2.19
404,Port Blair,IN,2022-11-11 02:31:48,11.6667,92.75,84.24,74,40,4.61
405,Coachella,US,2022-11-11 02:26:52,33.6803,-116.1739,67.95,29,0,4.61
406,Bafra,TR,2022-11-11 02:31:49,41.5678,35.9069,54.82,71,2,4.76
407,Champerico,GT,2022-11-11 02:31:50,14.3,-91.9167,78.66,79,7,5.03
408,Elko,US,2022-11-11 02:31:50,41.0002,-115.5012,19.42,90,7,1.99
409,Makokou,GA,2022-11-11 02:31:50,0.5738,12.8642,67.5,100,100,1.92
410,Tezu,IN,2022-11-11 02:32:51,27.9167,96.1667,75.07,33,0,2.06
411,Kokopo,PG,2022-11-11 02:32:52,-4.352,152.2633,79.38,82,98,2.46
412,Ocampo,MX,2022-11-11 02:32:52,21.65,-101.5,57.15,40,0,4.63
413,Nelson Bay,AU,2022-11-11 02:32:52,-32.7167,152.15,75.25,68,100,11.99
414,Dahuk,IQ,2022-11-11 02:32:53,36.8695,42.994,53.8,70,39,4.29
415,Ploemeur,FR,2022-11-11 02:32:53,47.7333,-3.4333,59.09,88,100,8.05
416,Ulladulla,AU,2022-11-11 02:32:54,-35.35,150.4667,68.88,69,100,5.68
417,Snezhnogorsk,RU,2022-11-11 02:32:54,69.1933,33.2531,28.18,95,98,7.81
418,Hargeysa,SO,2022-11-11 02:32:55,9.56,44.065,62.69,90,23,11.99
419,Kasongo-Lunda,CD,2022-11-11 02:32:55,-6.4667,16.8167,68.09,99,100,1.3
420,Port Macquarie,AU,2022-11-11 02:32:56,-31.4333,152.9167,75.88,58,97,12.55
421,Petrolina,BR,2022-11-11 02:28:33,-9.3986,-40.5008,73.45,88,0,3.44
422,Vardo,NO,2022-11-11 02:32:56,70.3705,31.1107,35.58,87,100,16.11
423,Zanjan,IR,2022-11-11 02:32:57,36.6736,48.4787,41.99,78,14,6.29
424,Along,IN,2022-11-11 02:31:15,28.1667,94.7667,70.48,50,0,0.49
425,Wloszczowa,PL,2022-11-11 02:32:57,50.8526,19.9659,44.4,90,47,7.16
426,Athabasca,CA,2022-11-11 02:32:41,54.7169,-113.2854,1.81,99,20,4.32
427,Maceio,BR,2022-11-11 02:32:58,-9.6658,-35.7353,76.44,94,20,2.3
428,Sechura,PE,2022-11-11 02:32:59,-5.5569,-80.8222,63.45,83,19,11.36
429,Manta,EC,2022-11-11 02:32:59,-0.95,-80.7333,71.38,83,75,8.05
430,North Bend,US,2022-11-11 02:33:00,43.4065,-124.2243,44.92,93,0,3.44
431,Kathu,TH,2022-11-11 02:33:00,7.9178,98.3332,84.69,99,100,4.07
432,Batagay,RU,2022-11-11 02:33:01,67.6333,134.6333,-13.2,98,98,2.21
433,Slavuta,UA,2022-11-11 02:33:01,50.3016,26.8651,45.72,89,92,8.28
434,Canutama,BR,2022-11-11 02:33:02,-6.5339,-64.3831,75.83,89,48,0.94
435,Beyneu,KZ,2022-11-11 02:33:03,45.3167,55.2,38.16,76,22,6.71
436,Ukiah,US,2022-11-11 02:33:03,39.1502,-123.2078,49.44,84,0,0.0
437,Vila Velha,BR,2022-11-11 02:33:04,-20.3297,-40.2925,76.95,91,100,8.05
438,Ondjiva,AO,2022-11-11 02:33:04,-17.0667,15.7333,66.65,35,69,6.31
439,Abrau-Dyurso,RU,2022-11-11 02:33:05,44.69,37.59,38.66,72,13,3.36
440,Sangar,RU,2022-11-11 02:33:05,63.9242,127.4739,-0.2,94,100,12.33
441,Nikki,BJ,2022-11-11 02:33:06,9.9401,3.2108,73.42,41,24,2.98
442,Mwinilunga,ZM,2022-11-11 02:33:07,-11.7358,24.4293,59.05,94,98,2.42
443,Antsohihy,MG,2022-11-11 02:33:07,-14.8796,47.9875,75.97,68,14,3.74
444,North Vernon,US,2022-11-11 02:33:08,39.0062,-85.6236,61.34,61,100,6.11
445,San Blas,MX,2022-11-11 02:33:08,21.5167,-105.2667,75.2,84,87,4.41
446,Lavrentiya,RU,2022-11-11 02:33:09,65.5833,-171.0,17.49,83,6,11.03
447,Agirish,RU,2022-11-11 02:33:09,61.9247,63.0231,28.89,97,100,9.89
448,Launceston,AU,2022-11-11 02:33:10,-41.45,147.1667,69.44,68,75,13.8
449,Dzerzhinsk,RU,2022-11-11 02:33:11,56.2389,43.4631,44.42,100,100,8.95
450,Antofagasta,CL,2022-11-11 02:28:49,-23.65,-70.4,61.88,73,59,4.23
451,Faya,SA,2022-11-11 02:33:11,18.3851,42.4509,51.91,74,1,0.49
452,Paamiut,GL,2022-11-11 02:33:12,61.994,-49.6678,13.5,82,39,6.02
453,Shenjiamen,CN,2022-11-11 02:33:12,29.9576,122.298,71.55,85,58,9.42
454,Camabatela,AO,2022-11-11 02:33:13,-8.1881,15.375,60.04,100,100,3.44
455,Coroata,BR,2022-11-11 02:34:14,-4.13,-44.1242,74.26,92,38,3.22
456,Naryan-Mar,RU,2022-11-11 02:33:10,67.6713,53.087,20.55,98,85,6.15
457,Waingapu,ID,2022-11-11 02:34:15,-9.6567,120.2641,88.66,59,33,10.54
458,Tsogni,GA,2022-11-11 02:34:15,-2.7942,10.0988,72.77,92,100,3.04
459,Talara,PE,2022-11-11 02:34:16,-4.5772,-81.2719,63.36,88,0,11.5
460,Lujan,AR,2022-11-11 02:30:04,-34.5703,-59.105,69.94,76,80,7.43
461,Yanam,IN,2022-11-11 02:34:18,16.7333,82.2167,81.41,65,21,11.07
462,Mana,GF,2022-11-11 02:34:18,5.6592,-53.7767,76.69,91,58,6.02
463,Ginda,IN,2022-11-11 02:34:19,30.6945,78.4932,53.24,30,0,2.24
464,Esna,EG,2022-11-11 02:34:20,25.2934,32.554,62.62,44,0,7.31
465,Itarema,BR,2022-11-11 02:34:20,-2.9248,-39.9167,78.73,76,4,12.37
466,North Branch,US,2022-11-11 02:34:21,45.5113,-92.9802,32.36,88,7,13.0
467,Tocopilla,CL,2022-11-11 02:32:03,-22.092,-70.1979,63.95,69,26,2.59
468,Sistranda,NO,2022-11-11 02:34:21,63.7256,8.834,48.16,82,83,27.36
469,Itoman,JP,2022-11-11 02:34:22,26.1247,127.6694,79.18,78,75,17.27
470,Diffa,NE,2022-11-11 02:34:23,13.3154,12.6113,73.2,33,27,8.32
471,Sobolevo,RU,2022-11-11 02:34:23,54.4299,31.8996,45.21,97,100,6.93
472,Ancud,CL,2022-11-11 02:33:27,-41.8697,-73.8203,52.48,98,100,5.57
473,Sioux Lookout,CA,2022-11-11 02:30:32,50.1001,-91.917,24.87,93,100,8.05
474,Nosy Varika,MG,2022-11-11 02:34:24,-20.5833,48.5333,71.13,86,17,4.27
475,Pierre,US,2022-11-11 02:30:29,44.3683,-100.351,18.52,81,100,25.32
476,Ivanjica,RS,2022-11-11 02:34:25,43.5803,20.2311,48.58,93,100,2.24
477,Baykit,RU,2022-11-11 02:34:25,61.67,96.37,13.68,94,100,2.04
478,Boddam,GB,2022-11-11 02:34:26,57.4667,-1.7833,61.18,89,100,26.46
479,Lebowakgomo,ZA,2022-11-11 02:34:27,-24.2,29.5,54.05,82,55,7.18
480,Torbat-E Jam,IR,2022-11-11 02:34:27,35.244,60.6225,44.15,49,27,2.53
481,Port-Cartier,CA,2022-11-11 02:34:28,50.0334,-66.8654,40.68,73,100,10.54
482,Kichera,RU,2022-11-11 02:34:28,55.9375,110.0997,21.85,87,97,2.57
483,Mutoko,ZW,2022-11-11 02:34:29,-17.397,32.2268,61.74,85,100,2.59
484,Rawlins,US,2022-11-11 02:34:30,41.7911,-107.2387,21.34,79,100,16.11
485,Bacolod,PH,2022-11-11 02:30:02,10.6667,122.95,87.13,68,85,7.09
486,Murupara,NZ,2022-11-11 02:34:30,-38.4667,176.7,58.68,99,100,3.51
487,Chinhoyi,ZW,2022-11-11 02:34:31,-17.3667,30.2,65.34,84,97,5.86
488,Ha Tinh,VN,2022-11-11 02:29:32,18.3333,105.9,79.54,81,47,1.97
489,Lompoc,US,2022-11-11 02:34:31,34.6391,-120.4579,55.85,79,0,5.75
490,Komsomolskiy,UZ,2022-11-11 02:34:32,40.4272,71.7189,34.52,80,100,4.61
491,Burnie,AU,2022-11-11 02:34:32,-41.0667,145.9167,63.63,76,87,10.8
492,Marawi,PH,2022-11-11 02:34:33,7.9986,124.2928,73.44,85,98,3.15
493,Tres Arroyos,AR,2022-11-11 02:34:33,-38.3739,-60.2798,60.08,72,14,8.03
494,Lipin Bor,RU,2022-11-11 02:34:33,60.2622,37.9763,41.81,99,99,7.05
495,Kapelle-Op-Den-Bos,BE,2022-11-11 02:34:34,51.0167,4.3667,50.99,89,75,9.22
496,Eisenach,DE,2022-11-11 02:35:35,50.9833,10.3167,45.68,91,96,5.44
497,Bud,US,2022-11-11 02:35:35,39.447,-86.1758,60.94,71,100,6.55
498,Baherden,TM,2022-11-11 02:35:35,38.4362,57.4316,45.75,49,79,7.61
499,Kuybysheve,UA,2022-11-11 02:35:36,47.358,36.6491,38.64,95,58,5.23
500,Daru,PG,2022-11-11 02:35:36,-9.0763,143.2092,85.73,62,99,11.14
501,Kommunar,RU,2022-11-11 02:35:37,59.6206,30.39,48.43,93,100,9.6
502,Purificacion,CO,2022-11-11 02:35:37,3.8587,-74.9313,73.35,85,87,2.86
503,Thinadhoo,MV,2022-11-11 02:35:38,0.5333,72.9333,81.91,72,98,13.49
504,Lata,PT,2022-11-11 02:35:39,40.1629,-8.3327,50.07,88,27,4.32
505,Veinticinco De Mayo,AR,2022-11-11 02:35:39,-35.4323,-60.1727,62.98,85,19,1.01
506,Rafaela,AR,2022-11-11 02:35:40,-31.2503,-61.4867,64.98,56,43,4.0
507,Kropotkin,RU,2022-11-11 02:35:40,45.4375,40.5756,41.72,92,17,6.82
508,Perth,AU,2022-11-11 02:32:18,-31.9333,115.8333,66.18,51,40,17.27
509,Tessalit,ML,2022-11-11 02:35:41,20.1986,1.0114,69.28,18,0,10.69
510,Mogadishu,SO,2022-11-11 02:33:03,2.0371,45.3438,77.95,83,100,10.02
511,Kudahuvadhoo,MV,2022-11-11 02:35:42,2.6708,72.8944,80.2,76,72,9.86
512,Waiouru,NZ,2022-11-11 02:35:43,-39.4833,175.6667,48.83,98,100,10.04
513,Melfort,CA,2022-11-11 02:35:43,52.8667,-104.6177,3.33,85,54,5.75
514,Lasa,IT,2022-11-11 02:35:43,46.6166,10.7002,44.87,52,61,1.83
515,Vestmannaeyjar,IS,2022-11-11 02:35:44,63.4427,-20.2734,45.43,84,100,14.56
516,San Cristobal,VE,2022-11-11 02:35:44,7.7669,-72.225,69.98,98,93,2.73
517,Novyy Urgal,RU,2022-11-11 02:35:45,51.0736,132.5642,22.23,58,100,2.04
518,Panorama,GR,2022-11-11 02:35:45,40.5878,23.0315,53.46,83,18,8.01
519,Luganville,VU,2022-11-11 02:35:46,-15.5333,167.1667,85.19,72,58,8.57
520,High Level,CA,2022-11-11 02:35:46,58.5169,-117.136,1.51,92,0,3.44
521,Tateyama,JP,2022-11-11 02:35:47,34.9833,139.8667,68.41,54,0,12.82
522,Terrace Bay,CA,2022-11-11 02:35:47,48.7834,-87.1,28.0,85,100,28.12
523,Hasaki,JP,2022-11-11 02:35:47,35.7333,140.8333,72.28,51,0,12.95
524,Russell,US,2022-11-11 02:35:48,32.3502,-85.1999,64.4,94,100,13.8
525,Shimoda,JP,2022-11-11 02:35:48,34.6667,138.95,68.36,55,0,13.04
526,Urengoy,RU,2022-11-11 02:35:49,65.9667,78.3667,6.58,91,100,11.48
527,Tuxpan,MX,2022-11-11 02:35:49,19.55,-103.4,65.97,95,10,1.83
528,Aleksandrov Gay,RU,2022-11-11 02:35:50,50.147,48.5704,39.56,81,70,8.16
529,Quilmana,PE,2022-11-11 02:35:50,-12.95,-76.3833,64.92,82,16,3.67
530,Aberdare,GB,2022-11-11 02:35:51,51.7144,-3.4492,58.08,87,100,18.86
531,Eskil,TR,2022-11-11 02:35:51,38.4017,33.4131,44.71,69,0,3.38
532,Naze,JP,2022-11-11 02:35:52,28.3667,129.4833,77.92,76,26,14.52
